Date,Fixing,Price Type,FX Version,Index ISIN_CPi,Index ISIN_TRi,Index Name,ISIN,CUSIP,Identifier,Local 1,Local 2,Ticker,Issuer,Issuer Country,Coupon,Workout date,Final Maturity,Expected Remaining Life,YTM,Next Call Date,Next Coupon Date,Coupon Frequency,Bid Price,Ask Price,Bid_Ask_Spread,PV,Accrued Interest,Dirty Index Price,Ex-Dividend,Coupon Payment,Coupon Adjustment,Current Redemption Payment,Redemption Factor,PIK Factor,Notional Amount,Capped Notional Amount,MVal,Capped Market Value,Cash Payment,Capped Cash Payment,Street Yield,Yield,Semi-Annual Yield,Street Yield to Maturity,Annual Yield to Maturity,Semi-Annual Yield to Maturity,Simple Margin,Discount Margin,Duration,Street Modified Duration,AMDuration,Semi-Annual Modified Duration,Street Modified Duration to Maturity,Annual Modified Duration to Maturity,Semi-Annual Modified Duration to Maturity,Effective OA duration,Street Convexity,Annual Convexity,Semi-Annual Convexity,Street Convexity to Maturity,Annual Convexity to Maturity,Semi-Annual Convexity to Maturity,OA Convexity,Benchmark ISIN,Annual Benchmark Spread,Semi-Annual Benchmark Spread,Annual Benchmark Spread to BM-Curve,Semi-Annual Benchmark Spread to BM-Curve,Asset Swap Spread,Curr. Spread,OAS,Z-Spread,Z-Spread Over RFR,Z-Spread Over Euribor,DV 01,Index Ratio,Assumed Inflation,Level 0,Level 1,Level 2,Level 3,Level 4,Level 5,Level 6,Level 7,Level 8,Rating,Seniority Level 1,Seniority Level 2,Seniority Level 3,Is Fixed to Float,Is Perpetual,Is Hybrid Capital,CALL,Is Core index,Is Crossover,Is FRN,Is PIK,Is Zero Coupon,Is Sinking,1-3 Years,1-5 Years,1-10 Years,1-15 Years,1-20 Years,3-5 Years,5-7 Years,5-10 Years,5-15 Years,7-10 Years,10-15 Years,15-20 Years,15-25 Years,20-25 Years,25-30 Years,5+ Years,7+ Years,10+ Years,15+ Years,25+ Years,30+ Years,Daily Return,Month-to-Date Return,Quarter-to-Date Return,Year-to-Date Return,Daily Sovereign Curve Swap Return,Daily Excess Return over RFR,Daily Excess Return over Euribor,Month-to-date Sovereign Curve Swap Return,Month-to-Date Excess Return over RFR,Month-to-Date Excess Return over Euribor,Duration weighted exposure,IG,Sector,Subsector,FNF,Sen2,Tier,MaturityB,RatingB,RevRat,SBR,MVal*Duration,EM,SecDes,Callable,CE,CI,CI_,ESG_SCORE,ESG_RATING,WARF,CS,CS_,DV01,SRC,Seniority,AvPAL,Decarb
2022-02-22,EU_EOD,Nominal,,DE0009682708,DE0009682716,iBoxx € Overall,XS2286441964,BN4840201,BBBN4840201,,,HOLNSW,Holcim Finance (Luxembourg) SA,LUXEMBOURG,0.125,2027-07-19,2027-07-19,5.402739726,5.402739726,2027-04-19,2022-07-19,1,93.89393000000001,94.17415,0.28021999999999997,93.89393000000001,0.074657534,93.968587534,1,0.0,0,0,1,1,500000000,500000000,469842937.67,469842937.67,0.0,0.0,1.302724578,1.302724578,1.298509262,1.302724578,1.302724578,1.298509262,,,5.383227074,5.314000286000001,5.314000286000001,5.348501679,5.314000286000001,5.314000286000001,5.348501679,5.326930593,33.553990849,33.553990849,31.334106791999996,33.553990849,33.553990849,31.334106791999996,27.99109073,DE0001135044,137.2710185,136.8507118,137.069163300649,136.648810737635,87.758778548,64.100867756,132.59318508299998,133.67209475200002,93.355865151,68.055272388,0.050056414,,,EUR,Corporates,Non-Financials,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,*,*,BBB,SEN,*,*,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.00732917867536961,-0.0305612074983589,-0.0431899697179552,-0.0431899697179552,-0.00280385697403322,-0.00488135496692213,-0.0049058894375047105,-0.01339161996,-0.0142432888983588,-0.0109080301283589,0.000198781898339728,IG,Materials,Materials,NF,SEN,,5y-7y,BBB,9,BBB,2529271222.5928383,False,HOLNSW 0 ⅛ 07/19/27,True,117.0,2245.89,4469.0,6.7,A,360,0.5021168379436629,0.9991407187218563,0.2529271222592838,0.12971000429,Sen,0.0,639
2022-02-22,EU_EOD,Nominal,,DE0009682708,DE0009682716,iBoxx € Overall,XS2283188683,BN4844054,BBBN4844054,,,EXOIM,EXOR NV,NETHERLANDS,0.875,2031-01-19,2031-01-19,8.906849315,8.906849315,2030-10-19,2023-01-19,1,90.76941,91.2135,0.444090000000003,90.76941,0.081506849,90.850916849,1,0.0,0,0,1,1,500000000,500000000,454254584.245,454254584.245,0.0,0.0,2.01755143,2.01755143,2.007476525,2.01755143,2.01755143,2.007476525,,,8.581606768,8.411892511,8.411892511,8.496325894,8.411892511,8.411892511,8.496325894,8.52394483,80.698690749,80.698690749,78.120882083,80.698690749,80.698690749,78.120882083,74.400706594,DE0001030708,190.9052949,189.9007458,189.761807666501,188.758173008461,136.40895540100001,113.201894484,186.907217572,187.68084513099998,148.09528071100002,122.595403531,0.07744082,,,EUR,Corporates,Financials,Financial Services,Financial Services,General Financial,Diversified Holding Companies,*,*,BBB,SEN,*,*,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,-0.0108403911485796,-0.051356347481699996,-0.0704079562147161,-0.0704079562147161,-0.0039866940713066895,-0.00781844299207849,-0.007274311769452641,-0.0233976327700001,-0.0232831354617,-0.0186815523316999,0.000306372203352369,IG,Financials,Diversified Financials,F,SEN,,7y-10y,BBB,8,BBB+,3898234214.5519185,False,EXOIM 0 ⅞ 01/19/31,True,3.347048,29.74,22.9,4.5,BBB,260,0.006649014315235624,0.005119785737017344,0.38982342145519183,0.176178387665,Sen,0.0,825
2022-02-22,EU_EOD,Nominal,,DE0009682708,DE0009682716,iBoxx € Overall,XS2288925568,BN5128358,BBBN5128358,,,BALDER,Balder Finland Oyj,FINLAND,1.0,2029-01-20,2029-01-20,6.909589041,6.909589041,2028-10-20,2023-01-20,1,90.91334,91.31156999999999,0.398229999999998,90.91334,0.090410959,91.003750959,1,0.0,0,0,1,1,600000000,600000000,546022505.7540001,546022505.7540001,0.0,0.0,2.445113622,2.445113622,2.430347154,2.445113622,2.445113622,2.430347154,,,6.692613153,6.532876891,6.532876891,6.612262684,6.532876891,6.532876891,6.612262684,6.648764329,49.917438694,49.917438694,47.871538342,49.917438694,49.917438694,47.871538342,37.605726331,DE0001102465,237.7959591,236.3204394,238.808596278739,237.332959440686,185.992235883,161.856058795,237.802346896,238.494459567,201.127262313,174.99809515299998,0.060506249000000005,,,EUR,Corporates,Financials,Real Estate,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,*,*,BBB,SEN,*,*,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.00980449299466693,-0.0406730081143957,-0.0588837769048849,-0.0588837769048849,-0.00341462886992745,-0.00701662933780433,-0.00682183054206422,-0.0180933585299999,-0.0193710397843957,-0.0152344886743957,0.000287202156962509,IG,Real Estate,Real Estate,NF,SEN,,5y-7y,BBB,9,BBB,3654317403.843239,False,BALDER 1 01/20/29,True,0.013881,0.63,14.0,5.0,BBB,360,0.00016902000075044157,0.003756000016676479,0.36543174038432386,0.147993153365,Sen,6.74199999999999,53
2022-02-22,EU_EOD,Nominal,,DE0009682708,DE0009682716,iBoxx € Overall,XS2290960520,BN5869688,BBBN5869688,,,TTEFP,TotalEnergies SE,FRANCE,1.625,2028-01-25,,5.923287671000001,5.923287671000001,2027-10-25,2023-01-25,1,92.13195999999999,92.79388,0.661919999999995,92.13195999999999,0.124657534,92.256617534,1,0.0,0,0,1,1,1500000000,1500000000,1383849263.01,1383849263.01,0.0,0.0,3.099062623,3.099062623,3.075417147,3.099062623,3.099062623,3.075417147,,,5.676485777000001,5.505855856,5.505855856,5.590519873,5.505855856,5.505855856,5.590519873,5.631895452,36.459751923,36.459751923,34.836734539,36.459751923,36.459751923,34.836734539,32.602443326999996,DE0001135085,311.9930131,309.6285744,314.14613525097303,311.78218575645303,253.186162719,229.048766943,309.49694158799997,310.247667333,271.409839642,245.742621234,0.051957962,,,EUR,Corporates,Non-Financials,Oil & Gas,Oil & Gas,Oil & Gas Producers,Integrated Oil & Gas,*,*,A,SUB,Other,Hybrid,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.0032396218184026103,-0.0465921517216989,-0.067250981235739,-0.067250981235739,-0.00303249403551929,-0.000369891716202069,-0.00061905215595197,-0.0150718465299999,-0.0285968669816989,-0.0249339465116988,0.000617376041471767,IG,Energy,Energy,NF,SUB,,5y-7y,A,7,A-,7855400658.988198,False,TTEFP 1 ⅝ PERP,True,45.0,234.65,254.2,7.0,A,180,0.1573831078416314,0.17049557218556446,0.7855400658988198,0.07354099099200001,Sub,74.207,184
2022-02-22,EU_EOD,Nominal,,DE0009682708,DE0009682716,iBoxx € Overall,XS2290544068,BN6169948,BBBN6169948,,,CPIPGR,CPI Property Group SA,LUXEMBOURG,1.75,2031-01-27,2031-01-27,8.928767123,8.928767123,2030-10-27,2023-01-27,1,86.44036,86.95661,0.516249999999999,86.44036,0.124657534,86.56501753399999,1,0.0,0,0,1,1,750000000,750000000,649237631.505,649237631.505,0.0,0.0,3.5481881669999997,3.5481881669999997,3.5172603660000004,3.5481881669999997,3.5481881669999997,3.5172603660000004,,,8.27771674,7.994072022,7.994072022,8.134658186000001,7.994072022,7.994072022,8.134658186000001,8.238573019,74.75146702100001,74.75146702100001,73.406753717,74.75146702100001,74.75146702100001,73.406753717,71.21187318300001,DE0001030708,343.96896860000004,340.87912989999995,342.767214501642,339.67833683937,271.022984245,248.104211486,341.040028006,341.475914127,301.83735822,276.391765706,0.071317222,,,EUR,Corporates,Financials,Real Estate,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,*,*,BBB,SEN,*,*,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,-0.011332531943596002,-0.0630758301648434,-0.0948641609137565,-0.0948641609137565,-0.00399167271931212,-0.00830292884826226,-0.00776187969390847,-0.0234503005000001,-0.0349270592548434,-0.0303225235448434,0.00042237254125898903,IG,Real Estate,Real Estate,NF,SEN,,7y-10y,BBB,9,BBB,5374205210.54689,True,CPIPGR 1 ½ 01/27/31,True,0.414776,27.49,548.4,4.5,BBB,360,0.009218967898074679,0.18390985795940903,0.5374205210546891,0.16991108033,Sen,0.0,665
2022-02-22,EU_EOD,Nominal,,DE0009682708,DE0009682716,iBoxx € Overall,XS2297177664,BN8442210,BBBN8442210,,,ESSITY,Essity AB,SWEDEN,0.25,2031-02-08,2031-02-08,8.961643836,8.961643836,2030-11-08,2023-02-08,1,88.77934,89.18048,0.401139999999998,88.77934,0.009589041,88.788929041,1,0.25,0,0,1,1,700000000,700000000,621522503.287,621522503.287,1750000.0,1750000.0,1.6042246619999998,1.6042246619999998,1.597841916,1.6042246619999998,1.6042246619999998,1.597841916,,,8.865411246,8.725435655,8.725435655,8.795144989,8.725435655,8.725435655,8.795144989,8.815031823,85.245877617,85.245877617,82.250695182,85.245877617,85.245877617,82.250695182,68.93742770899999,DE0001030708,149.5726181,148.9372849,148.283463701695,147.64916143307698,96.23349281799999,73.422472629,144.98386791,145.644674265,105.962855879,80.454103816,0.078267724,,,EUR,Corporates,Non-Financials,Consumer Goods,Personal & Household Goods,Personal Goods,Personal Products,*,*,BBB,SEN,*,*,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,-0.0077170245732766,-0.0497538548956982,-0.0699985794227684,-0.0699985794227684,-0.0039990973726023,-0.00467532356585296,-0.0041397522293776705,-0.0235291242300001,-0.0214906094456982,-0.0168871700656983,0.000433049134495466,IG,Consumer Staples,Household & Personal Products,NF,SEN,,7y-10y,BBB,8,BBB+,5510052590.282641,False,ESSITY 0 ¼ 02/08/31,True,2.652,88.87,178.9,9.0,AAA,260,0.027816310123503225,0.05599570024861851,0.5510052590282641,0.180881534825,Sen,201.001,247
2022-02-22,EU_EOD,Nominal,,DE0009682708,DE0009682716,iBoxx € Overall,XS2300208928,BN9675925,BBBN9675925,,,SRGIM,Snam SpA,ITALY,0.0,2025-08-15,2025-08-15,3.4767123289999997,3.4767123289999997,2025-05-15,2022-08-15,1,97.10695,97.31514,0.20819000000000198,97.10695,0.0,97.10695,1,0.0,0,0,1,1,500000000,500000000,485534750.0,485534750.0,0.0,0.0,0.847971593,0.847971593,0.846181535,0.847971593,0.847971593,0.846181535,,,3.4767123289999997,3.4474786889999995,3.4474786889999995,3.462064653,3.4474786889999995,3.4474786889999995,3.462064653,3.4210756669999998,15.303600167,15.303600167,13.709631005,15.303600167,15.303600167,13.709631005,11.714031880999999,DE0001030716,105.22284270000002,105.0542777,107.013149379631,106.84702027320999,57.696928631999995,36.554827699,106.68651063600001,108.138646307,60.236948121000005,38.072584675,0.033221022,,,EUR,Corporates,Non-Financials,Utilities,Utilities,Gas / Water & Multiutilities,Gas Distribution,*,*,BBB,SEN,*,*,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004870252976465,-0.0154815846387999,-0.0221555044123207,-0.0221555044123207,-0.0018345049089288899,-0.00299250239487088,-0.00301591152852904,-0.0071509279199999404,-0.00562907411879999,-0.0034622760288000104,0.000132669321085296,IG,Utilities,Utilities,NF,SEN,,3y-5y,BBB,8,BBB+,1688064651.4829326,False,SRGIM 0 08/15/25,True,1.385,36.53,463.0,6.7,A,260,0.008167064321975701,0.10351357188816725,0.16880646514829326,0.086186967225,Sen,373.814,869
2022-02-22,EU_EOD,Nominal,,DE0009682708,DE0009682716,iBoxx € Overall,XS2300313041,BN9902600,BBBN9902600,,,FABUH,First Abu Dhabi Bank PJSC,UNITED ARAB EMIRATES,0.125,2026-02-16,2026-02-16,3.983561644,3.983561644,,2023-02-16,1,97.0,97.5,0.5,97.0,0.002054795,97.002054795,1,0.125,0,0,1,1,750000000,750000000,727515410.9625,727515410.9625,937500.0,937500.0,0.894961384,0.894961384,0.892967905,0.894961384,0.894961384,0.892967905,,,3.975942532,3.940675012,3.940675012,3.9582694939999996,3.940675012,3.940675012,3.9582694939999996,3.9759188819999998,19.452083757,19.452083757,17.655834889,19.452083757,19.452083757,17.655834889,15.825766502999999,DE0001030716,109.92182179999999,109.73291470000001,107.181159094466,106.990370900952,57.955375812,35.176151612,106.85914474799999,106.85959040200001,60.600148084,36.609477375,0.03856723,,,EUR,Corporates,Financials,Core Financials,Banks,Banks,Banks,*,*,AA,SEN,Preferred,*,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0013638561984452699,-0.0121920710201715,-0.023469115617427,-0.023469115617427,-0.00210232224787584,0.00076250198102887,0.000754410053997183,-0.00872906920000005,-0.00063823564017151,0.00201241705982858,0.00022733365105459102,IG,Financials,Banks,F,SEN,Senior,3y-5y,AA,4,AA-,2892559465.131263,True,FABUH 0 ⅛ 02/16/26,False,0.029463,0.3,4.0,7.6,AA,40,0.00010060714330383426,0.0013414285773844568,0.2892559465131263,0.043347425132,Sen,29.11785462200001,471
2022-02-22,EU_EOD,Nominal,,DE0009682708,DE0009682716,iBoxx € Overall,XS2303089697,BO0387601,BBBO0387601,,,MINGNO,SpareBank 1 SMN,NORWAY,0.01,2028-02-18,2028-02-18,5.989041096,5.989041096,,2023-02-18,1,92.81277,93.05051999999999,0.23775000000000499,92.81277,0.000109589,92.81287958899999,1,0.01,0,0,1,1,500000000,500000000,464064397.945,464064397.945,50000.0,50000.0,1.263607935,1.263607935,1.259641195,1.263607935,1.263607935,1.259641195,,,5.987471198,5.91275713,5.91275713,5.949996892000001,5.91275713,5.91275713,5.949996892000001,5.98609898,40.805313145,40.805313145,38.364553755,40.805313145,40.805313145,38.364553755,35.839195857,DE0001135085,128.4475443,128.0509792,130.277698127099,129.881548851757,80.927030133,57.000424902,125.25440260100001,125.255170708,86.72733239,60.852540655,0.055558708,,,EUR,Corporates,Financials,Core Financials,Banks,Banks,Banks,*,*,A,SEN,Preferred,*,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.00477462390722973,-0.0280766079321793,-0.0415185341180688,-0.0415185341180688,-0.00306007983956811,-0.0018414321899887802,-0.00213000328637,-0.0152806967300001,-0.00986558907217928,-0.00616157270217933,0.00021837510148318702,IG,Financials,Banks,F,SEN,Senior,5y-7y,A,5,A+,2778572216.712898,False,MINGNO 0.01 02/18/28,False,0.000214,0.02,0.2,8.4,AA,70,4.4714285912815226e-06,4.4714285912815226e-05,0.27785722167128973,0.07638929991000001,Sen,0.0,76
2022-02-22,EU_EOD,Nominal,,DE0009682708,DE0009682716,iBoxx € Overall,XS2307768734,BO1991161,BBBO1991161,,,GM,General Motors Financial Company Inc,UNITED STATES,0.6,2027-05-20,2027-05-20,5.238356164,5.238356164,2027-03-20,2022-05-20,1,93.86381,94.14145,0.277640000000005,93.86381,0.45698630100000004,94.320796301,1,0.0,0,0,1,1,750000000,750000000,707405972.2575,707405972.2575,0.0,0.0,1.8392632169999998,1.8392632169999998,1.830882886,1.8392632169999998,1.8392632169999998,1.830882886,,,5.145607762,5.052675756,5.052675756,5.098930043,5.052675756,5.052675756,5.098930043,5.11084873,30.813082851999997,30.813082851999997,28.853478673,30.813082851999997,30.813082851999997,28.853478673,15.568182240999999,DE0001135044,190.9248824,190.0880742,191.880927534526,191.04477552994098,139.38345336700002,115.763216681,188.271780076,188.954654206,148.0039072,122.901148213,0.048205932,,,EUR,Corporates,Non-Financials,Consumer Goods,Automobiles & Parts,Automobiles & Parts,Automobiles,*,*,BBB,SEN,*,*,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.0063654038276618604,-0.0290293840835007,-0.0517459315450949,-0.0517459315450949,-0.00272800384381778,-0.004003239665338111,-0.00400623660327494,-0.012852290430000001,-0.0132440013535006,-0.0100094492935007,0.000286079561114884,IG,Consumer Discretionary,Automobiles & Components,NF,SEN,,5y-7y,BBB,10,BBB-,3640033661.733349,False,GM 0.6 05/20/27,True,4.345964,24.97,35.5,3.7,BB,610,0.008373867894322472,0.011905178624287055,0.36400336617333484,0.12579013634,Sen,133.324647847,139
2022-02-22,EU_EOD,Nominal,,DE0009682708,DE0009682716,iBoxx € Overall,XS2306988564,BO1994371,BBBO1994371,,,ENBW,EnBW International Finance BV,NETHERLANDS,0.5,2033-03-01,2033-03-01,11.019178082,11.019178082,2032-12-01,2022-03-01,1,89.39668,89.93939,0.54271,89.39668,0.490410959,89.88709095899999,1,0.0,0,0,1,1,500000000,500000000,449435454.795,449435454.795,0.0,0.0,1.5544586269999998,1.5544586269999998,1.5484642730000002,1.5544586269999998,1.5544586269999998,1.5484642730000002,,,10.670256105,10.506930221000001,10.506930221000001,10.588278252,10.506930221000001,10.506930221000001,10.588278252,10.608593332,123.254679369,123.254679369,119.917157255,123.254679369,123.254679369,119.917157255,115.12157276399999,DE0001135226,134.2682127,133.6799778,137.83705820985398,137.24596931902,83.17525119,61.477221172,134.646005028,135.421194267,91.706221947,67.290944415,0.09535755900000001,,,EUR,Corporates,Non-Financials,Utilities,Utilities,Electricity,Conventional Electricity,*,*,BBB,SEN,*,*,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,-0.0106774148721664,-0.0437948780466843,-0.071818206663673,-0.071818206663673,-0.00439398998815027,-0.0074033376107781,-0.0064213525301194205,-0.028243389360000003,-0.00854270582668429,-0.0036133704566843295,0.000376897801508178,IG,Utilities,Utilities,NF,SEN,,Greater than 10y,BBB,8,BBB+,4795591405.329801,False,ENBW 0 ½ 03/01/33,True,11.7,323.83,555.5,6.7,A,260,0.07239913603573478,0.1241939291228443,0.47955914053298004,0.20506930221000003,Sen,63.79410142099998,992
2022-02-22,EU_EOD,Nominal,,DE0009682708,DE0009682716,iBoxx € Overall,XS2307864020,BO3322662,BBBO3322662,,,KO,The Coca-Cola Company,UNITED STATES,1.0,2041-03-09,2041-03-09,19.04109589,19.04109589,,2022-03-09,1,86.72651,87.48133,0.7548199999999949,86.72651,0.95890411,87.68541411,1,0.0,0,0,1,1,650000000,650000000,569955191.715,569955191.715,0.0,0.0,1.832018063,1.832018063,1.8237033280000001,1.832018063,1.832018063,1.8237033280000001,,,17.092710297,16.785202358,16.785202358,16.938258505,16.785202358,16.785202358,16.938258505,17.064832255,319.690197433,319.690197433,317.15437841700003,319.690197433,319.690197433,317.15437841700003,313.726568709,DE0001135325,151.55624740000002,150.74977040000002,150.197195762416,149.393058713474,91.793945284,78.41537219899999,148.620194973,148.625642921,103.45970142899999,87.18852769700001,0.14963368800000001,,,EUR,Corporates,Non-Financials,Consumer Goods,Food & Beverage,Beverages,Soft Drinks,*,*,A,SEN,*,*,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,-0.0107721956904763,-0.0708683614426445,-0.0994677005470412,-0.0994677005470412,-0.00569774714283879,-0.004442506284280221,-0.004184830251170489,-0.04627477568,-0.0115402688926445,-0.0104041583526445,0.000765654918689525,IG,Consumer Staples,"Food, Beverage & Tobacco",NF,SEN,,Greater than 10y,A,5,A+,9742078974.25559,False,KO 1 03/09/41,False,1.55594,5.51,41.7,8.1,AA,70,0.0016014421499674775,0.012119807196668567,0.974207897425559,0.13892601179,Sen,263.4979820729999,123
2022-02-22,EU_EOD,Nominal,,DE0009682708,DE0009682716,iBoxx € Overall,FR0014002C30,BO3579949,BBBO3579949,,,SEVFP,SUEZ,FRANCE,0.0,2026-06-09,2026-06-09,4.293150685,4.293150685,2026-03-09,2022-06-09,1,96.53621,96.78938000000001,0.253169999999997,96.53621,0.0,96.53621,1,0.0,0,0,1,1,750000000,750000000,724021575.0,724021575.0,0.0,0.0,0.82450269,0.82450269,0.822810149,0.82450269,0.82450269,0.822810149,,,4.293150685,4.258043006,4.258043006,4.275560811,4.258043006,4.258043006,4.275560811,4.228343417,22.354152663,22.354152663,20.40944175,22.354152663,22.354152663,20.40944175,17.890632776,DE0001030716,102.8759524,102.7171391,97.73455415011499,97.57221197701321,48.876914407,26.054625489,94.78709747100001,96.33877399299999,51.337156855,27.246764339000002,0.040818825,,,EUR,Corporates,Non-Financials,Utilities,Utilities,Gas / Water & Multiutilities,Water,*,*,BBB,SEN,*,*,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00428841164461014,-0.0168750941383637,-0.0268912733598358,-0.0268912733598358,-0.0022627751272608103,-0.00210936182612696,-0.00210096029949366,-0.00972996319000008,-0.00426714954836382,-0.0014658534383637,0.000244291902010403,IG,Utilities,Utilities,NF,SEN,,3y-5y,BBB,8,BBB+,3108333720.6660285,False,SEVFP 0 06/09/26,True,9.469,263.17,468.2,6.5,A,260,0.08825593967756687,0.15701421498285068,0.31083337206660283,0.10645107515000002,Sen,253.7495918609999,882
2022-02-22,EU_EOD,Nominal,,DE0009682708,DE0009682716,iBoxx € Overall,XS2312722916,U6100RDB6,BBBO3832199,,,MDLZ,Mondelez International Inc,UNITED STATES,0.25,2028-03-17,2028-03-17,6.063013699,6.063013699,2027-12-17,2022-03-17,1,94.57972,94.89918,0.319460000000007,94.57972,0.234246575,94.813966575,1,0.0,0,0,1,1,750000000,750000000,711104749.3125,711104749.3125,0.0,0.0,1.181652265,1.181652265,1.178181983,1.181652265,1.181652265,1.178181983,,,6.008747559,5.938574262,5.938574262,5.973557867999999,5.938574262,5.938574262,5.973557867999999,5.944505726,41.364077806,41.364077806,38.883570237,41.364077806,41.364077806,38.883570237,22.244595211,DE0001135085,120.25197730000001,119.90505800000001,121.71879176335501,121.372205734588,73.756084853,49.516607342,115.440106829,116.681505755,78.295942756,52.3851064,0.056362217,,,EUR,Corporates,Non-Financials,Consumer Goods,Food & Beverage,Food Producers,Food Products,*,*,BBB,SEN,*,*,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.00538852173557713,-0.026319807821807005,-0.0377728008013378,-0.0377728008013378,-0.0030917979753073,-0.00243684334458932,-0.00271255549038901,-0.0155222225999999,-0.00785336331180699,-0.00409366420180703,0.000335814132294848,IG,Consumer Staples,"Food, Beverage & Tobacco",NF,SEN,,5y-7y,BBB,9,BBB,4272848926.624791,False,MDLZ 0 ¼ 03/17/28,True,1.795191,17.3,69.4,5.7,BBB,360,0.005801678597187776,0.02327378581762033,0.4272848926624791,0.13907861393,Sen,9.852175935999924,469
2022-02-22,EU_EOD,Nominal,,DE0009682708,DE0009682716,iBoxx € Overall,FR0014002G36,369604BT9,BBBO4720955,,,SAFFP,Safran SA,FRANCE,0.75,2031-03-17,2031-03-17,9.063013698999999,9.063013698999999,2030-12-17,2022-03-17,1,91.45416999999999,91.9772,0.5230299999999911,91.45416999999999,0.704794521,92.158964521,1,0.0,0,0,1,1,700000000,700000000,645112751.647,645112751.647,0.0,0.0,1.7793041280000002,1.7793041280000002,1.77145896,1.7793041280000002,1.7793041280000002,1.77145896,,,8.71354751,8.561217415,8.561217415,8.637046642,8.561217415,8.561217415,8.637046642,8.652408557000001,83.753934971,83.753934971,80.963563485,83.753934971,83.753934971,80.963563485,65.767924718,DE0001030708,167.0805647,166.29898930000002,165.52192604906202,164.741597085874,114.001152498,90.745130269,162.410413065,163.27652755399998,123.39989479299999,97.916084929,0.079739701,,,EUR,Corporates,Non-Financials,Industrials,Industrial Goods & Services,Aerospace & Defense,Aerospace,*,*,BBB,SEN,*,*,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,-0.00929820209197493,-0.0573755877279397,-0.0772198799497495,-0.0772198799497495,-0.00402167026893106,-0.00621543750088845,-0.00568461410828374,-0.023770862450000003,-0.0287598453979397,-0.0240918558879397,0.00044178611372977305,IG,Industrials,Capital Goods,NF,SEN,,7y-10y,BBB,8,BBB+,5621220610.782965,False,SAFFP 0 ¾ 03/17/31,True,0.414988,5.96,20.4,5.0,BBB,260,0.0018654800082826513,0.006385200028350014,0.5621220610782964,0.17841826122499999,Sen,0.0,539
